pr_number,created_at,merged_at,author,number_of_comments,number_of_review_comments,number_of_commits,lines_of_code_changed,number_of_files_changed,number_of_reviewers,number_of_approvals,labels,time_to_first_response,number_of_assignees,review_duration,number_of_changes_requested,number_of_linked_issues,time_since_last_commit,number_of_reviews_requested,number_of_revisions,number_of_milestones,comment_authors,issue_comments_text,reviews_text,issue_text,review_comments
159865,2024-12-05T22:29:18Z,2024-12-05T23:32:08Z,engine-flutter-autoroll,0,0,4,2,1,1,1,['engine'],,0,606085.0,0,0,1192821.925974,0,4,0,[],,,"
https://github.com/flutter/engine/compare/3a8204a0ab41...bbe33f2d8df2

2024-12-05 flar@google.com [DisplayList] Disable group opacity when a RuntimeEffect is in use (flutter/engine#56936)
2024-12-05 30870216+gaaclarke@users.noreply.github.com Removes ReactorGLES::Ref (flutter/engine#56981)
2024-12-05 jonahwilliams@google.com [Impeller] create a 300 es variant of all GLES shaders to support UBO binding. (flutter/engine#56960)
2024-12-05 dkwingsmt@users.noreply.github.com [Impeller] Add rounded superellipse (flutter/engine#56726)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC bdero@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
159858,2024-12-05T20:14:18Z,2024-12-05T21:01:43Z,engine-flutter-autoroll,0,0,3,2,1,1,1,['engine'],,0,606985.0,0,0,1200022.467236,0,3,0,[],,,"
https://github.com/flutter/engine/compare/b4f52b275535...3a8204a0ab41

2024-12-05 30870216+gaaclarke@users.noreply.github.com Moved gles pipelines to untracked handles. (flutter/engine#56955)
2024-12-05 skia-flutter-autoroll@skia.org Roll Dart SDK from a2a9428e761f to 56bbedca60f9 (7 revisions) (flutter/engine#56980)
2024-12-05 mdebbar@google.com [web] Use `eventTarget` when computing pointer offset (flutter/engine#56949)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC bdero@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
160190,2024-12-12T19:28:50Z,2024-12-12T20:21:45Z,engine-flutter-autoroll,0,0,4,2,1,1,1,['engine'],,0,3178.0,0,0,1201758.626803,0,4,0,[],,,"
https://github.com/flutter/engine/compare/0bcea845cd31...9b51e30a4d37

2024-12-12 chris@bracken.jp iOS: Reduce engine/view controller coupling (flutter/engine#57151)
2024-12-12 skia-flutter-autoroll@skia.org Roll Dart SDK from 770ff2b085fc to 02aa27c6a075 (1 revision) (flutter/engine#57161)
2024-12-12 goderbauer@google.com Format _empty.dart (flutter/engine#57144)
2024-12-12 jason-simmons@users.noreply.github.com [Impeller] Fix a race in the ReactorGLES.PerThreadOperationQueues test (flutter/engine#57147)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC jonahwilliams@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
160060,2024-12-11T01:43:35Z,2024-12-12T20:01:39Z,andrewkolos,0,0,2,123,2,1,1,['tool'],,0,152286.0,0,0,1202966.083652,0,2,0,[],,,"Fixes https://github.com/flutter/flutter/issues/160058.

In addition, only send an event when the enabled-state of analytics actually gets flipped.


<details>

<summary> Pre-launch checklist </summary> 


- [x] I read the [Contributor Guide] and followed the process outlined there for submitting PRs.
- [x] I read the [Tree Hygiene] wiki page, which explains my responsibilities.
- [x] I read and followed the [Flutter Style Guide], including [Features we expect every widget to implement].
- [x] I signed the [CLA].
- [x] I listed at least one issue that this PR fixes in the description above.
- [x] I updated/added relevant documentation (doc comments with `///`).
- [x] I added new tests to check the change I am making, or this PR is [test-exempt].
- [x] I followed the [breaking change policy] and added [Data Driven Fixes] where supported.
- [x] All existing and new tests are passing.

</details>


<!-- Links -->
[Contributor Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#overview
[Tree Hygiene]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md
[test-exempt]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#tests
[Flutter Style Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md
[Features we expect every widget to implement]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md#features-we-expect-every-widget-to-implement
[CLA]: https://cla.developers.google.com/
[flutter/tests]: https://github.com/flutter/tests
[breaking change policy]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#handling-breaking-changes
[Discord]: https://github.com/flutter/flutter/blob/main/docs/contributing/Chat.md
[Data Driven Fixes]: https://github.com/flutter/flutter/blob/main/docs/contributing/Data-driven-Fixes.md
",
160105,2024-12-11T18:57:18Z,2024-12-11T19:41:48Z,christopherfujino,0,0,1,6,1,1,1,[],,0,81686.0,0,0,1211543.562507,0,1,0,[],,,,
160054,2024-12-10T23:44:41Z,2024-12-11T19:17:01Z,christopherfujino,0,0,4,32,4,1,1,[],,0,150638.0,0,0,1211749.54071,0,4,0,[],,,"Update some outdated, obsolete text output from the conductor.",
160171,2024-12-12T15:09:55Z,2024-12-12T16:46:15Z,engine-flutter-autoroll,0,0,1,2,1,1,1,['engine'],,0,5783.0,0,0,1214691.227827,0,1,0,[],,,"
https://github.com/flutter/engine/compare/4d8488f02cd8...0bcea845cd31

2024-12-12 skia-flutter-autoroll@skia.org Roll Dart SDK from 70062c353404 to 770ff2b085fc (2 revisions) (flutter/engine#57159)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC jonahwilliams@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
160158,2024-12-12T11:00:49Z,2024-12-12T13:48:30Z,sstrickl,0,2,1,7,7,2,1,"['framework', 'f: material design', 'f: cupertino', 'f: routes']",,0,10062.0,0,0,1225358.771114,0,1,0,[],lgtm with comments,lgtm with comments,"This change adds entry-point annotations to methods and classes accessed by native code during Flutter tests. Currently, entry point annotations are not checked by the Dart VM when running in JIT mode, only in AOT mode. In order to also enforce entry point annotations in JIT mode, first tests in Flutter must be appropriately annotated to avoid roll failures.

Related issues:
* https://github.com/flutter/flutter/issues/118608
* https://github.com/dart-lang/sdk/issues/50649

## Pre-launch Checklist

- [X] I read the [Contributor Guide] and followed the process outlined there for submitting PRs.
- [X] I read the [Tree Hygiene] wiki page, which explains my responsibilities.
- [X] I read and followed the [Flutter Style Guide], including [Features we expect every widget to implement].
- [X] I signed the [CLA].
- [X] I listed at least one issue that this PR fixes in the description above.
- [X] I updated/added relevant documentation (doc comments with `///`).
- [X] I added new tests to check the change I am making, or this PR is [test-exempt].
- [X] I followed the [breaking change policy] and added [Data Driven Fixes] where supported.
- [X] All existing and new tests are passing.

If you need help, consider asking for advice on the #hackers-new channel on [Discord].

<!-- Links -->
[Contributor Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#overview
[Tree Hygiene]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md
[test-exempt]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#tests
[Flutter Style Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md
[Features we expect every widget to implement]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md#features-we-expect-every-widget-to-implement
[CLA]: https://cla.developers.google.com/
[flutter/tests]: https://github.com/flutter/tests
[breaking change policy]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#handling-breaking-changes
[Discord]: https://github.com/flutter/flutter/blob/main/docs/contributing/Chat.md
[Data Driven Fixes]: https://github.com/flutter/flutter/blob/main/docs/contributing/Data-driven-Fixes.md
","Is that because we have a member we look up by name in C so we also need to be able to lookup the class by name (and it's not automatically made an entrypoint)? IIRC, at some point the class gets looked up by name as a type and then used as a target for the method lookup, so yeah, it's a class access in native code, and no there's no automatic entrypoint created (though if we want to automatically annotate classes if static methods or generative constructors are annotated, we could consider that as future work)."
160165,2024-12-12T13:01:55Z,2024-12-12T13:46:54Z,engine-flutter-autoroll,0,0,2,2,1,1,1,['engine'],,0,2702.0,0,0,1225453.804777,0,2,0,[],,,"
https://github.com/flutter/engine/compare/847deb2089a3...4d8488f02cd8

2024-12-12 skia-flutter-autoroll@skia.org Roll Dart SDK from 96022397c58d to 70062c353404 (1 revision) (flutter/engine#57155)
2024-12-12 skia-flutter-autoroll@skia.org Roll Dart SDK from aa03dca5beb2 to 96022397c58d (2 revisions) (flutter/engine#57149)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC jonahwilliams@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
159842,2024-12-05T11:14:17Z,2024-12-05T16:32:09Z,engine-flutter-autoroll,0,0,1,2,1,1,1,['engine'],,0,605193.0,0,0,1234221.303466,0,1,0,[],,,"
https://github.com/flutter/engine/compare/05e2d6597cb2...b4f52b275535

2024-12-05 bdero@google.com Drop APNG frames that don't fit entirely within the destination surface. (flutter/engine#56928)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC bdero@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
159836,2024-12-05T08:00:17Z,2024-12-05T09:10:26Z,engine-flutter-autoroll,0,0,4,2,1,1,1,['engine'],,0,606033.0,0,0,1245021.933766,0,4,0,[],,,"
https://github.com/flutter/engine/compare/8d3c71840069...05e2d6597cb2

2024-12-05 jonahwilliams@google.com [Impeller] store GLES bindings on render pass w/ offsets instead of per-command. (flutter/engine#56910)
2024-12-05 jonahwilliams@google.com [Impeller] avoid re-binding winding order and cull mode. (flutter/engine#56943)
2024-12-05 30870216+gaaclarke@users.noreply.github.com Implements the naming of untracked gles handles (flutter/engine#56948)
2024-12-05 skia-flutter-autoroll@skia.org Roll Fuchsia Test Scripts from VilXq4eGH5A24wRWA... to r9Dc5VRF6sE3pJH20... (flutter/engine#56953)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC bdero@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
160086,2024-12-11T11:47:12Z,2024-12-11T19:11:40Z,TahaTesser,3,1,2,283,4,1,1,"['framework', 'f: material design']",2877.0,0,73663.0,0,0,1245378.105871,0,2,0,"['bleroux', 'TahaTesser']","@gspencergoog 
This PR adds `submenuIcon`  property to the `MenuThemeData` based on your feedback and discussion in [here](https://github.com/flutter/flutter/pull/132899#issuecomment-1692080077)  Thanks so much for the quick review!  @davidhicks980 Sorry to ping you again. This is a change that will impact the RawMenuAnchor PR. Let me know if you have time to include it. If you prefer, I will be able to push a commit on your PR on Monday.![32384589-a60f0e74-c078-11e7-9bc1-e5b5287aea9d](https://user-images.githubusercontent.com/8867023/37737237-66e9c9dc-2d10-11e8-8797-13a405eace49.png)",![32384589-a60f0e74-c078-11e7-9bc1-e5b5287aea9d](https://user-images.githubusercontent.com/8867023/37737237-66e9c9dc-2d10-11e8-8797-13a405eace49.png),"Fixes [https://github.com/flutter/flutter/issues/132898](https://github.com/flutter/flutter/issues/132898)

### Code sample

<details>
<summary>expand to view the code sample</summary> 

```dart
import 'package:flutter/material.dart';

void main() => runApp(const MyApp());

class MyApp extends StatelessWidget {
  const MyApp({super.key});

  @override
  Widget build(BuildContext context) {
    return MaterialApp(
      debugShowCheckedModeBanner: false,
      home: Scaffold(
        body: SafeArea(
          child: Column(
            crossAxisAlignment: CrossAxisAlignment.stretch,
            children: [
              MenuBar(
                children: [
                  SubmenuButton(
                    menuChildren: <Widget>[
                      SubmenuButton(
                        menuChildren: <Widget>[
                          MenuItemButton(
                            onPressed: () {},
                            child: const Text('Menu '),
                          ),
                        ],
                        child:
                            const Text('SubmenuButton with default arrow icon'),
                      ),
                      SubmenuButton(
                        submenuIcon: const WidgetStateProperty<Widget?>.fromMap(
                          <WidgetStatesConstraint, Widget?>{
                            WidgetState.disabled: Icon(Icons.close),
                            WidgetState.hovered: Icon(Icons.favorite),
                            WidgetState.focused: Icon(Icons.add),
                            WidgetState.any: Icon(Icons.arrow_forward_ios),
                          },
                        ),
                        menuChildren: <Widget>[
                          MenuItemButton(
                            onPressed: () {},
                            child: const Text('Menu '),
                          ),
                        ],
                        child:
                            const Text('SubmenuButton with custom Icon widget'),
                      ),
                      SubmenuButton(
                        submenuIcon: WidgetStatePropertyAll(Image.network(
                            'https://i.imgur.com/SF3mSOY.png',
                            width: 28,
                            height: 28)),
                        menuChildren: <Widget>[
                          MenuItemButton(
                            onPressed: () {},
                            child: const Text('Menu '),
                          ),
                        ],
                        child:
                            const Text('SubmenuButton with network image icon'),
                      ),
                    ],
                    child: const Text('Menu'),
                  ),
                ],
              )
            ],
          ),
        ),
      ),
    );
  }
}
```

</details>

### Preview

<img width=""803"" alt=""Screenshot 2024-12-11 at 14 04 57"" src=""https://github.com/user-attachments/assets/4b330020-28c6-4af9-967b-630c0d43b01a"">


## Pre-launch Checklist

- [x] I read the [Contributor Guide] and followed the process outlined there for submitting PRs.
- [x] I read the [Tree Hygiene] wiki page, which explains my responsibilities.
- [x] I read and followed the [Flutter Style Guide], including [Features we expect every widget to implement].
- [x] I signed the [CLA].
- [x] I listed at least one issue that this PR fixes in the description above.
- [x] I updated/added relevant documentation (doc comments with `///`).
- [x] I added new tests to check the change I am making, or this PR is [test-exempt].
- [ ] I followed the [breaking change policy] and added [Data Driven Fixes] where supported.
- [x] All existing and new tests are passing.

If you need help, consider asking for advice on the #hackers-new channel on [Discord].

<!-- Links -->
[Contributor Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#overview
[Tree Hygiene]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md
[test-exempt]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#tests
[Flutter Style Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md
[Features we expect every widget to implement]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md#features-we-expect-every-widget-to-implement
[CLA]: https://cla.developers.google.com/
[flutter/tests]: https://github.com/flutter/tests
[breaking change policy]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#handling-breaking-changes
[Discord]: https://github.com/flutter/flutter/blob/main/docs/contributing/Chat.md
[Data Driven Fixes]: https://github.com/flutter/flutter/blob/main/docs/contributing/Data-driven-Fixes.md
","```suggestion
  /// If that is also null, then defaults to a right arrow icon with the size
```"
160134,2024-12-12T02:18:27Z,2024-12-12T03:15:28Z,engine-flutter-autoroll,0,0,2,2,1,1,1,['engine'],,0,3424.0,0,0,1263342.633121,0,2,0,[],,,"
https://github.com/flutter/engine/compare/92de3d0f8830...847deb2089a3

2024-12-12 bryanoltman@gmail.com Cast ::GetLastError to int (flutter/engine#57113)
2024-12-12 jonahwilliams@google.com Manual Skia roll from 79a7b95e32fe to 0aec6f7bfbc8 (flutter/engine#57134)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC jonahwilliams@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
159818,2024-12-05T00:16:19Z,2024-12-05T01:01:13Z,engine-flutter-autoroll,0,0,3,2,1,1,1,['engine'],,0,611699.0,0,0,1267196.070069,0,3,0,[],,,"
https://github.com/flutter/engine/compare/9e8fcad4eaf6...8d3c71840069

2024-12-04 jonahwilliams@google.com [Impeller] remove extra validation checks in GLES backend. (flutter/engine#56944)
2024-12-04 robert.ancell@canonical.com Remove LSAN supressions for Linux embedder (flutter/engine#56913)
2024-12-04 mdebbar@google.com [web] Start with a smaller memory allocation for CanvasKit (flutter/engine#56900)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC bdero@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
160132,2024-12-12T01:01:11Z,2024-12-12T02:06:15Z,engine-flutter-autoroll,1,0,1,2,1,1,1,['engine'],1269.0,0,3907.0,0,0,1267497.103636,0,1,0,['auto-submit[bot]'],"auto label is removed for flutter/flutter/160132, due to - The status or check suite [Mac channels_integration_test](https://cr-buildbucket.appspot.com/build/8728799252293599185) has failed. Please fix the issues identified (or deflake) before re-applying this label.
",,"
https://github.com/flutter/engine/compare/e3524615fb69...92de3d0f8830

2024-12-11 30870216+gaaclarke@users.noreply.github.com Removed heap allocations for conical, radial and sweep gradients (flutter/engine#57143)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC jonahwilliams@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
160128,2024-12-11T23:55:34Z,2024-12-12T00:48:15Z,engine-flutter-autoroll,0,0,2,2,1,1,1,['engine'],,0,3163.0,0,0,1272178.693732,0,2,0,[],,,"
https://github.com/flutter/engine/compare/b8034f152711...e3524615fb69

2024-12-11 jonahwilliams@google.com [Impeller] remove std::vector usage in render pass vk. (flutter/engine#57132)
2024-12-11 43723477+RBT22@users.noreply.github.com [Linux] Add Multi-Touch Support for Linux (flutter/engine#54214)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC jonahwilliams@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
160126,2024-12-11T22:51:34Z,2024-12-11T23:43:19Z,engine-flutter-autoroll,0,0,3,2,1,1,1,['engine'],,0,3107.0,0,0,1276075.198305,0,3,0,[],,,"
https://github.com/flutter/engine/compare/ba7ad8719733...b8034f152711

2024-12-11 skia-flutter-autoroll@skia.org Roll Dart SDK from be9c98daf9df to aa03dca5beb2 (1 revision) (flutter/engine#57136)
2024-12-11 jason-simmons@users.noreply.github.com Make Felt unzip Chrome into a temporary directory next to the final location of the files (flutter/engine#57109)
2024-12-11 jonahwilliams@google.com [engine] changes to DlVertices::Builder and Stopwatch visualizer. (flutter/engine#57031)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC jonahwilliams@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
159808,2024-12-04T20:29:19Z,2024-12-04T21:19:26Z,engine-flutter-autoroll,1,0,2,2,1,1,1,['engine'],365.0,0,607989.0,0,0,1284529.190225,0,2,0,['auto-submit[bot]'],"auto label is removed for flutter/flutter/159808, due to - The status or check suite [Windows tool_integration_tests_9_9](https://cr-buildbucket.appspot.com/build/8729450531604995137) has failed. Please fix the issues identified (or deflake) before re-applying this label.
",,"
https://github.com/flutter/engine/compare/1f7f37e264b0...9e8fcad4eaf6

2024-12-04 skia-flutter-autoroll@skia.org Manual roll Dart SDK from 470117150f34 to a2a9428e761f (1 revision) (flutter/engine#56939)
2024-12-04 30870216+gaaclarke@users.noreply.github.com Added the ability to make untracked opengles handles (migrated textures) (flutter/engine#56927)

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/flutter-engine-flutter-autoroll
Please CC bdero@google.com,zra@google.com on the revert to ensure that a human
is aware of the problem.

To file a bug in Flutter: https://github.com/flutter/flutter/issues/new/choose

To report a problem with the AutoRoller itself, please file a bug:
https://issues.skia.org/issues/new?component=1389291&template=1850622

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+doc/main/autoroll/README.md
",
160112,2024-12-11T19:50:36Z,2024-12-11T20:59:24Z,itsjustkevin,3,0,2,3,2,2,2,['engine'],3.0,0,4128.0,0,0,1285913.93253,0,2,0,"['auto-submit[bot]', 'flutter-dashboard[bot]']","This pull request was opened from and to a release candidate branch. This should only be done as part of the official [Flutter release process](https://github.com/flutter/flutter/blob/master/docs/releases/Release-process.md). If you are attempting to make a regular contribution to the Flutter project, please close this PR and follow the instructions at [Tree Hygiene](https://github.com/flutter/flutter/blob/master/docs/contributing/Tree-hygiene.md) for detailed instructions on contributing to Flutter.

__Reviewers__: Use caution before merging pull requests to release branches. Ensure the proper procedure has been followed. auto label is removed for flutter/flutter/160112, Failed to enqueue flutter/flutter/160112 with HTTP 400: GraphQL mutate failed. auto label is removed for flutter/flutter/160112, Failed to enqueue flutter/flutter/160112 with HTTP 400: GraphQL mutate failed.LGTM",LGTM,"# Flutter beta 3.28.0-0.1.pre Framework

## Scheduled Cherrypicks

",
159385,2024-11-24T06:38:06Z,2024-12-11T20:39:49Z,sargntpi,3,1,4,26,2,3,3,"['a: text input', 'framework', 'f: cupertino', 'team-text-input']",24.0,0,1519306.0,0,0,1287086.314716,0,4,0,"['piedcipher', 'sargntpi', 'flutter-dashboard[bot]']","It looks like this pull request may not have tests. Please make sure to add tests before merging. If you need an exemption, contact ""@test-exemption-reviewer"" in the #hackers channel in [Discord](https://github.com/flutter/flutter/blob/master/docs/contributing/Chat.md) (don't just cc them here, they won't see it!).

If you are not sure if you need tests, consider this rule of thumb: the purpose of a test is to make sure someone doesn't accidentally revert the fix. Ask yourself, **is there anything in your PR that you feel it is important we not accidentally revert back to how it was before your fix?**

__Reviewers__: Read the [Tree Hygiene page](https://github.com/flutter/flutter/blob/master/docs/contributing/Tree-hygiene.md#how-to-review-code) and make sure this patch meets those guidelines before LGTMing. The test exemption team is a small volunteer group, so _all_ reviewers should feel empowered to ask for tests, without delegating that responsibility entirely to the test exemption group. Thanks for submitting the PR. As the bot says we'll need a test in order to land this. > Thanks for submitting the PR. As the bot says we'll need a test in order to land this.

Thank you, and sorry, it's my first attempt at a PR. I've added a test to ensure it's still present, please let me know if I've missed or need to change anything.LGTM, thank you for the contribution! LGTM too!","LGTM, thank you for the contribution! LGTM too!","Before: No way to set the _spellCheckConfiguration_ property of a CupertinoTextFormFieldRow, meaning no spellcheck/highlighting of incorrect words is present. This can be done on the standard CupertinoTextField widget, but not the CupertinoTextFormFieldRow widget.
![image](https://github.com/user-attachments/assets/891721c4-020b-4a3f-9492-e2ba7a475bd5)

After: Adding this property allows the _spellCheckConfiguration_ to be configured and spellcheck/highlighting of incorrect words working as expected.
![image](https://github.com/user-attachments/assets/7b20692d-9444-4ce6-9b43-54bda7de2552)
![image](https://github.com/user-attachments/assets/3e86c901-4954-4ac2-9f63-bcdddfa3b43c)

Fixes #159382 by adding the _ spellCheckConfiguration_ field to the constructor of CupertinoTextFormFieldRow and passing the value through to CupertinoTextField.borderless internally.

## Pre-launch Checklist

- [x] I read the [Contributor Guide] and followed the process outlined there for submitting PRs.
- [x] I read the [Tree Hygiene] wiki page, which explains my responsibilities.
- [x] I read and followed the [Flutter Style Guide], including [Features we expect every widget to implement].
- [x] I signed the [CLA].
- [x] I listed at least one issue that this PR fixes in the description above.
- [x] I updated/added relevant documentation (doc comments with `///`).
- [x] I added new tests to check the change I am making, or this PR is [test-exempt].
- [x] I followed the [breaking change policy] and added [Data Driven Fixes] where supported.
- [x] All existing and new tests are passing.

If you need help, consider asking for advice on the #hackers-new channel on [Discord].

<!-- Links -->
[Contributor Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#overview
[Tree Hygiene]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md
[test-exempt]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#tests
[Flutter Style Guide]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md
[Features we expect every widget to implement]: https://github.com/flutter/flutter/blob/main/docs/contributing/Style-guide-for-Flutter-repo.md#features-we-expect-every-widget-to-implement
[CLA]: https://cla.developers.google.com/
[flutter/tests]: https://github.com/flutter/tests
[breaking change policy]: https://github.com/flutter/flutter/blob/main/docs/contributing/Tree-hygiene.md#handling-breaking-changes
[Discord]: https://github.com/flutter/flutter/blob/main/docs/contributing/Chat.md
[Data Driven Fixes]: https://github.com/flutter/flutter/blob/main/docs/contributing/Data-driven-Fixes.md
","I _would_ do a trailing comma nitpick, but the autoformatter pass on the 19th will take care of it!"
